pedido_id,protocolo,data_solicitacao,status,motivo,data_encerramento
4703,DEV-2024-000703,2024-03-05T15:00:00+00,SOLICITADA,ITEM_INCORRETO,
4704,DEV-2024-000704,2024-03-23T15:00:00+00,SOLICITADA,ATRASO,
4705,DEV-2024-000705,2024-04-12T15:00:00+00,SOLICITADA,OUTRO,
4706,DEV-2024-000706,2024-05-29T15:00:00+00,SOLICITADA,ARREPENDIMENTO,
4707,DEV-2024-000707,2024-06-18T15:00:00+00,SOLICITADA,AVARIA,
4708,DEV-2024-000708,2024-08-04T15:00:00+00,SOLICITADA,ITEM_INCORRETO,
4709,DEV-2024-000709,2024-08-24T15:00:00+00,SOLICITADA,ATRASO,
4710,DEV-2024-000710,2024-09-13T15:00:00+00,SOLICITADA,OUTRO,
4711,DEV-2024-000711,2024-10-30T15:00:00+00,SOLICITADA,ARREPENDIMENTO,
4712,DEV-2024-000712,2024-11-19T15:00:00+00,SOLICITADA,AVARIA,
4713,DEV-2024-000713,2024-12-06T15:00:00+00,SOLICITADA,ITEM_INCORRETO,
4714,DEV-2024-000714,2024-12-25T15:00:00+00,SOLICITADA,ATRASO,
4715,DEV-2024-000715,2024-01-14T15:00:00+00,SOLICITADA,OUTRO,
4716,DEV-2024-000716,2024-03-02T15:00:00+00,SOLICITADA,ARREPENDIMENTO,
4717,DEV-2024-000717,2024-03-20T15:00:00+00,SOLICITADA,AVARIA,
4718,DEV-2024-000718,2024-05-07T15:00:00+00,SOLICITADA,ITEM_INCORRETO,
4719,DEV-2024-000719,2024-05-26T15:00:00+00,SOLICITADA,ATRASO,
4720,DEV-2024-000720,2024-06-15T15:00:00+00,SOLICITADA,OUTRO,
