pedido_id,numero_item,produto_id,quantidade,preco_unitario,desconto_unitario,custo_unitario
8653,1,105,2,173.85,0.00,86.92
8653,2,10,3,43.70,0.00,23.16
8654,1,108,4,177.96,0.00,99.65
8654,2,13,5,47.81,0.00,28.20
8655,1,111,6,182.07,0.00,112.88
8655,2,16,7,51.92,0.00,33.74
8656,1,2,8,32.74,0.00,22.26
8656,2,19,1,56.03,0.00,39.78
8657,1,5,2,36.85,0.00,13.26
8657,2,22,3,60.14,0.00,23.45
8658,1,8,4,40.96,0.00,17.20
8658,2,25,5,64.25,0.00,28.91
8659,1,11,6,45.07,0.00,21.63
8659,2,28,7,68.36,0.00,34.86
8660,1,14,8,49.18,0.00,26.55
8660,2,31,1,72.47,0.00,41.30
8661,1,17,2,53.29,0.00,31.97
8661,2,34,3,76.58,0.00,48.24
8662,1,20,4,57.40,0.00,37.88
8662,2,37,5,80.69,0.00,55.67
8663,1,23,6,61.51,0.00,44.28
8663,2,40,7,84.80,0.00,31.37
8664,1,26,8,65.62,0.00,26.24
8664,2,43,1,88.91,0.00,38.23
8665,1,29,2,69.73,0.00,32.07
8665,2,46,3,93.02,0.00,45.57
8666,1,32,4,73.84,0.00,38.39
8666,2,49,5,97.13,0.00,53.42
8667,1,35,6,77.95,0.00,45.21
8667,2,52,7,101.24,0.00,61.75
8668,1,38,8,82.06,0.00,52.51
8668,2,55,1,105.35,0.00,70.58
8669,1,41,2,86.17,0.00,60.31
8669,2,58,3,109.46,0.00,38.31
8670,1,44,4,90.28,0.00,34.30
8670,2,61,5,113.57,0.00,46.56
8671,1,47,6,94.39,0.00,41.53
8671,2,64,7,117.68,0.00,55.30
8672,1,50,8,98.50,0.00,49.25
8672,2,67,1,121.79,0.00,64.54
8673,1,53,2,102.61,0.00,57.46
8673,2,70,3,125.90,0.00,74.28
8674,1,56,4,106.72,0.00,66.16
8674,2,73,5,130.01,0.00,84.50
8675,1,59,6,110.83,0.00,75.36
8675,2,76,7,134.12,0.00,95.22
8676,1,62,8,114.94,0.00,41.37
8676,2,79,1,138.23,0.00,53.90
8677,1,65,2,119.05,0.00,50.00
8677,2,82,3,142.34,0.00,64.05
8678,1,68,4,123.16,0.00,59.11
8678,2,85,5,146.45,0.00,74.68
8679,1,71,6,127.27,0.00,68.72
8679,2,88,7,150.56,0.00,85.81
8680,1,74,8,131.38,0.00,78.82
8680,2,91,1,154.67,0.00,97.44
8681,1,77,2,135.49,0.00,89.42
8681,2,94,3,158.78,23.81,109.55
8682,1,80,4,139.60,27.92,100.51
8682,2,97,5,162.89,40.72,60.26
8683,1,83,6,143.71,7.18,57.48
8683,2,100,7,167.00,16.70,71.81
8684,1,86,8,147.82,22.17,67.99
8684,2,103,1,171.11,34.22,83.84
8685,1,89,2,151.93,37.98,79.00
8685,2,106,3,175.22,8.76,96.37
8686,1,92,4,156.04,15.60,90.50
8686,2,109,5,179.33,26.89,109.39
8687,1,95,6,160.15,32.03,102.49
8687,2,112,7,183.44,45.86,122.90
8688,1,98,8,164.26,8.21,114.98
8688,2,3,1,34.11,3.41,11.93
8689,1,101,2,168.37,25.25,63.98
8689,2,6,3,38.22,7.64,15.67
8690,1,104,4,172.48,43.12,75.89
8690,2,9,5,42.33,2.11,19.89
8691,1,107,6,176.59,17.65,88.29
8691,2,12,7,46.44,6.96,24.61
8692,1,110,8,180.70,36.14,101.19
8692,2,15,1,50.55,12.63,29.82
8693,1,1,2,31.37,1.56,19.44
8693,2,18,3,54.66,5.46,35.52
8694,1,4,4,35.48,5.32,24.12
8694,2,21,5,58.77,11.75,41.72
8695,1,7,6,39.59,9.89,14.25
8695,2,24,7,62.88,3.14,24.52
8696,1,10,8,43.70,4.37,18.35
8696,2,27,1,66.99,10.04,30.14
8697,1,13,2,47.81,9.56,22.94
8697,2,30,3,71.10,17.77,36.26
8698,1,16,4,51.92,2.59,28.03
8698,2,33,5,75.21,7.52,42.86
8699,1,19,6,56.03,8.40,33.61
8699,2,36,7,79.32,15.86,49.97
8700,1,22,8,60.14,15.03,39.69
8700,2,39,1,83.43,0.00,57.56
8701,1,25,2,64.25,0.00,46.26
8701,2,42,3,87.54,0.00,32.38
8702,1,28,4,68.36,0.00,27.34
8702,2,45,5,91.65,0.00,39.40
8703,1,31,6,72.47,0.00,33.33
8703,2,48,7,95.76,0.00,46.92
8704,1,34,8,76.58,0.00,39.82
8704,2,51,1,99.87,0.00,54.92
8705,1,37,2,80.69,0.00,46.80
8705,2,54,3,103.98,0.00,63.42
8706,1,40,4,84.80,0.00,54.27
8706,2,57,5,108.09,0.00,72.42
8707,1,43,6,88.91,0.00,62.23
8707,2,60,7,112.20,0.00,39.27
8708,1,46,8,93.02,0.00,35.34
8708,2,63,1,116.31,0.00,47.68
8709,1,49,2,97.13,0.00,42.73
8709,2,66,3,120.42,0.00,56.59
8710,1,52,4,101.24,0.00,50.62
8710,2,69,5,124.53,0.00,66.00
8711,1,55,6,105.35,0.00,58.99
8711,2,72,7,128.64,0.00,75.89
8712,1,58,8,109.46,0.00,67.86
8712,2,75,1,132.75,0.00,86.28
8713,1,61,2,113.57,0.00,77.22
8713,2,78,3,136.86,0.00,97.17
8714,1,64,4,117.68,0.00,42.36
8714,2,81,5,140.97,0.00,54.97
8715,1,67,6,121.79,0.00,51.15
8715,2,84,7,145.08,0.00,65.28
8716,1,70,8,125.90,0.00,60.43
8716,2,87,1,149.19,0.00,76.08
8717,1,73,2,130.01,0.00,70.20
8717,2,90,3,153.30,0.00,87.38
8718,1,76,4,134.12,0.00,80.47
8718,2,93,5,157.41,0.00,99.16
8719,1,79,6,138.23,0.00,91.23
8719,2,96,7,161.52,0.00,111.44
8720,1,82,8,142.34,0.00,102.48
8720,2,99,1,165.63,0.00,61.28
8721,1,85,2,146.45,0.00,58.58
8721,2,102,3,169.74,0.00,72.98
8722,1,88,4,150.56,0.00,69.25
8722,2,105,5,173.85,0.00,85.18
8723,1,91,6,154.67,0.00,80.42
8723,2,108,7,177.96,0.00,97.87
8724,1,94,8,158.78,0.00,92.09
8724,2,111,1,182.07,0.00,111.06
8725,1,97,2,162.89,0.00,104.24
8725,2,2,3,32.74,0.00,21.93
8726,1,100,4,167.00,0.00,116.90
8726,2,5,5,36.85,0.00,12.89
8727,1,103,6,171.11,0.00,65.02
8727,2,8,7,40.96,0.00,16.79
8728,1,106,8,175.22,0.00,77.09
8728,2,11,1,45.07,0.00,21.18
8729,1,109,2,179.33,0.00,89.66
8729,2,14,3,49.18,0.00,26.06
8730,1,112,4,183.44,0.00,102.72
8730,2,17,5,53.29,0.00,31.44
8731,1,3,6,34.11,0.00,21.14
8731,2,20,7,57.40,8.61,37.31
8732,1,6,8,38.22,7.64,25.98
8732,2,23,1,61.51,15.37,43.67
8733,1,9,2,42.33,2.11,15.23
8733,2,26,3,65.62,6.56,25.59
8734,1,12,4,46.44,6.96,19.50
8734,2,29,5,69.73,13.94,31.37
8735,1,15,6,50.55,12.63,24.26
8735,2,32,7,73.84,3.69,37.65
8736,1,18,8,54.66,5.46,29.51
8736,2,35,1,77.95,11.69,44.43
8737,1,21,2,58.77,11.75,35.26
8737,2,38,3,82.06,20.51,51.69
8738,1,24,4,62.88,3.14,41.50
8738,2,41,5,86.17,8.61,59.45
8739,1,27,6,66.99,10.04,48.23
8739,2,44,7,90.28,18.05,33.40
8740,1,30,8,71.10,17.77,28.44
8740,2,47,1,94.39,4.71,40.58
8741,1,33,2,75.21,7.52,34.59
8741,2,50,3,98.50,14.77,48.26
8742,1,36,4,79.32,15.86,41.24
8742,2,53,5,102.61,25.65,56.43
8743,1,39,6,83.43,4.17,48.38
8743,2,56,7,106.72,10.67,65.09
8744,1,42,8,87.54,13.13,56.02
8744,2,59,1,110.83,22.16,74.25
8745,1,45,2,91.65,22.91,64.15
8745,2,62,3,114.94,5.74,40.22
8746,1,48,4,95.76,9.57,36.38
8746,2,65,5,119.05,17.85,48.81
8747,1,51,6,99.87,19.97,43.94
8747,2,68,7,123.16,30.79,57.88
8748,1,54,8,103.98,5.19,51.99
8748,2,71,1,127.27,12.72,67.45
8749,1,57,2,108.09,16.21,60.53
8749,2,74,3,131.38,26.27,77.51
8750,1,60,4,112.20,28.05,69.56
8750,2,77,5,135.49,0.00,88.06
8751,1,63,6,116.31,0.00,79.09
8751,2,80,7,139.60,0.00,99.11
8752,1,66,8,120.42,0.00,43.35
8752,2,83,1,143.71,0.00,56.04
8753,1,69,2,124.53,0.00,52.30
8753,2,86,3,147.82,0.00,66.51
8754,1,72,4,128.64,0.00,61.74
8754,2,89,5,151.93,0.00,77.48
8755,1,75,6,132.75,0.00,71.68
8755,2,92,7,156.04,0.00,88.94
8756,1,78,8,136.86,0.00,82.11
8756,2,95,1,160.15,0.00,100.89
8757,1,81,2,140.97,0.00,93.04
8757,2,98,3,164.26,0.00,113.33
8758,1,84,4,145.08,0.00,104.45
8758,2,101,5,168.37,0.00,62.29
8759,1,87,6,149.19,0.00,59.67
8759,2,104,7,172.48,0.00,74.16
8760,1,90,8,153.30,0.00,70.51
8760,2,107,1,176.59,0.00,86.52
8761,1,93,2,157.41,0.00,81.85
8761,2,110,3,180.70,0.00,99.38
8762,1,96,4,161.52,0.00,93.68
8762,2,1,5,31.37,0.00,19.13
8763,1,99,6,165.63,0.00,106.00
8763,2,4,7,35.48,0.00,23.77
8764,1,102,8,169.74,0.00,118.81
8764,2,7,1,39.59,0.00,13.85
8765,1,105,2,173.85,0.00,66.06
8765,2,10,3,43.70,0.00,17.91
8766,1,108,4,177.96,0.00,78.30
8766,2,13,5,47.81,0.00,22.47
8767,1,111,6,182.07,0.00,91.03
8767,2,16,7,51.92,0.00,27.51
8768,1,2,8,32.74,0.00,18.33
8768,2,19,1,56.03,0.00,33.05
8769,1,5,2,36.85,0.00,22.84
8769,2,22,3,60.14,0.00,39.09
8770,1,8,4,40.96,0.00,27.85
8770,2,25,5,64.25,0.00,45.61
8771,1,11,6,45.07,0.00,16.22
8771,2,28,7,68.36,0.00,26.66
8772,1,14,8,49.18,0.00,20.65
8772,2,31,1,72.47,0.00,32.61
8773,1,17,2,53.29,0.00,25.57
8773,2,34,3,76.58,0.00,39.05
8774,1,20,4,57.40,0.00,30.99
8774,2,37,5,80.69,0.00,45.99
8775,1,23,6,61.51,0.00,36.90
8775,2,40,7,84.80,0.00,53.42
8776,1,26,8,65.62,0.00,43.30
8776,2,43,1,88.91,0.00,61.34
8777,1,29,2,69.73,0.00,50.20
8777,2,46,3,93.02,0.00,34.41
8778,1,32,4,73.84,0.00,29.53
8778,2,49,5,97.13,0.00,41.76
8779,1,35,6,77.95,0.00,35.85
8779,2,52,7,101.24,0.00,49.60
8780,1,38,8,82.06,0.00,42.67
8780,2,55,1,105.35,0.00,57.94
8781,1,41,2,86.17,0.00,49.97
8781,2,58,3,109.46,16.41,66.77
8782,1,44,4,90.28,18.05,57.77
8782,2,61,5,113.57,28.39,76.09
8783,1,47,6,94.39,4.71,66.07
8783,2,64,7,117.68,11.76,41.18
8784,1,50,8,98.50,14.77,37.43
8784,2,67,1,121.79,24.35,49.93
8785,1,53,2,102.61,25.65,45.14
8785,2,70,3,125.90,6.29,59.17
8786,1,56,4,106.72,10.67,53.36
8786,2,73,5,130.01,19.50,68.90
8787,1,59,6,110.83,22.16,62.06
8787,2,76,7,134.12,33.53,79.13
8788,1,62,8,114.94,5.74,71.26
8788,2,79,1,138.23,13.82,89.84
8789,1,65,2,119.05,17.85,80.95
8789,2,82,3,142.34,28.46,101.06
8790,1,68,4,123.16,30.79,44.33
8790,2,85,5,146.45,7.32,57.11
8791,1,71,6,127.27,12.72,53.45
8791,2,88,7,150.56,22.58,67.75
8792,1,74,8,131.38,26.27,63.06
8792,2,91,1,154.67,38.66,78.88
8793,1,77,2,135.49,6.77,73.16
8793,2,94,3,158.78,15.87,90.50
8794,1,80,4,139.60,20.94,83.76
8794,2,97,5,162.89,32.57,102.62
8795,1,83,6,143.71,35.92,94.84
8795,2,100,7,167.00,8.35,115.23
8796,1,86,8,147.82,14.78,106.43
8796,2,103,1,171.11,25.66,63.31
8797,1,89,2,151.93,30.38,60.77
8797,2,106,3,175.22,43.80,75.34
8798,1,92,4,156.04,7.80,71.77
8798,2,109,5,179.33,17.93,87.87
8799,1,95,6,160.15,24.02,83.27
8799,2,112,7,183.44,36.68,100.89
8800,1,98,8,164.26,41.06,95.27
8800,2,3,1,34.11,0.00,20.80
8801,1,101,2,168.37,0.00,107.75
8801,2,6,3,38.22,0.00,25.60
8802,1,104,4,172.48,0.00,120.73
8802,2,9,5,42.33,0.00,14.81
8803,1,107,6,176.59,0.00,67.10
8803,2,12,7,46.44,0.00,19.04
8804,1,110,8,180.70,0.00,79.50
8804,2,15,1,50.55,0.00,23.75
8805,1,1,2,31.37,0.00,15.68
8805,2,18,3,54.66,0.00,28.96
8806,1,4,4,35.48,0.00,19.86
8806,2,21,5,58.77,0.00,34.67
8807,1,7,6,39.59,0.00,24.54
8807,2,24,7,62.88,0.00,40.87
8808,1,10,8,43.70,0.00,29.71
8808,2,27,1,66.99,0.00,47.56
8809,1,13,2,47.81,0.00,17.21
8809,2,30,3,71.10,0.00,27.72
8810,1,16,4,51.92,0.00,21.80
8810,2,33,5,75.21,0.00,33.84
8811,1,19,6,56.03,0.00,26.89
8811,2,36,7,79.32,0.00,40.45
8812,1,22,8,60.14,0.00,32.47
8812,2,39,1,83.43,0.00,47.55
8813,1,25,2,64.25,0.00,38.55
8813,2,42,3,87.54,0.00,55.15
8814,1,28,4,68.36,0.00,45.11
8814,2,45,5,91.65,0.00,63.23
8815,1,31,6,72.47,0.00,52.17
8815,2,48,7,95.76,0.00,35.43
8816,1,34,8,76.58,0.00,30.63
8816,2,51,1,99.87,0.00,42.94
8817,1,37,2,80.69,0.00,37.11
8817,2,54,3,103.98,0.00,50.95
8818,1,40,4,84.80,0.00,44.09
8818,2,57,5,108.09,0.00,59.44
8819,1,43,6,88.91,0.00,51.56
8819,2,60,7,112.20,0.00,68.44
8820,1,46,8,93.02,0.00,59.53
8820,2,63,1,116.31,0.00,77.92
8821,1,49,2,97.13,0.00,67.99
8821,2,66,3,120.42,0.00,42.14
8822,1,52,4,101.24,0.00,38.47
8822,2,69,5,124.53,0.00,51.05
8823,1,55,6,105.35,0.00,46.35
8823,2,72,7,128.64,0.00,60.46
8824,1,58,8,109.46,0.00,54.73
8824,2,75,1,132.75,0.00,70.35
8825,1,61,2,113.57,0.00,63.59
8825,2,78,3,136.86,0.00,80.74
8826,1,64,4,117.68,0.00,72.96
8826,2,81,5,140.97,0.00,91.63
8827,1,67,6,121.79,0.00,82.81
8827,2,84,7,145.08,0.00,103.00
8828,1,70,8,125.90,0.00,45.32
8828,2,87,1,149.19,0.00,58.18
8829,1,73,2,130.01,0.00,54.60
8829,2,90,3,153.30,0.00,68.98
8830,1,76,4,134.12,0.00,64.37
8830,2,93,5,157.41,0.00,80.27
8831,1,79,6,138.23,0.00,74.64
8831,2,96,7,161.52,24.22,92.06
8832,1,82,8,142.34,28.46,85.40
8832,2,99,1,165.63,41.40,104.34
8833,1,85,2,146.45,7.32,96.65
8833,2,102,3,169.74,16.97,117.12
8834,1,88,4,150.56,22.58,108.40
8834,2,105,5,173.85,34.77,64.32
8835,1,91,6,154.67,38.66,61.86
8835,2,108,7,177.96,8.89,76.52
8836,1,94,8,158.78,15.87,73.03
8836,2,111,1,182.07,27.31,89.21
8837,1,97,2,162.89,32.57,84.70
8837,2,2,3,32.74,8.18,18.00
8838,1,100,4,167.00,8.35,96.86
8838,2,5,5,36.85,3.68,22.47
8839,1,103,6,171.11,25.66,109.51
8839,2,8,7,40.96,8.19,27.44
8840,1,106,8,175.22,43.80,122.65
8840,2,11,1,45.07,2.25,15.77
8841,1,109,2,179.33,17.93,68.14
8841,2,14,3,49.18,7.37,20.16
8842,1,112,4,183.44,36.68,80.71
8842,2,17,5,53.29,13.32,25.04
8843,1,3,6,34.11,1.70,17.05
8843,2,20,7,57.40,5.74,30.42
8844,1,6,8,38.22,5.73,21.40
8844,2,23,1,61.51,12.30,36.29
8845,1,9,2,42.33,10.58,26.24
8845,2,26,3,65.62,3.28,42.65
8846,1,12,4,46.44,4.64,31.57
8846,2,29,5,69.73,10.45,49.50
8847,1,15,6,50.55,10.11,18.19
8847,2,32,7,73.84,18.46,28.79
8848,1,18,8,54.66,2.73,22.95
8848,2,35,1,77.95,7.79,35.07
8849,1,21,2,58.77,8.81,28.20
8849,2,38,3,82.06,16.41,41.85
8850,1,24,4,62.88,15.72,33.95
8850,2,41,5,86.17,0.00,49.11
8851,1,27,6,66.99,0.00,40.19
8851,2,44,7,90.28,0.00,56.87
8852,1,30,8,71.10,0.00,46.92
8852,2,47,1,94.39,0.00,65.12
8853,1,33,2,75.21,0.00,54.15
8853,2,50,3,98.50,0.00,36.44
8854,1,36,4,79.32,0.00,31.72
8854,2,53,5,102.61,0.00,44.12
8855,1,39,6,83.43,0.00,38.37
8855,2,56,7,106.72,0.00,52.29
8856,1,42,8,87.54,0.00,45.52
8856,2,59,1,110.83,0.00,60.95
8857,1,45,2,91.65,0.00,53.15
8857,2,62,3,114.94,0.00,70.11
8858,1,48,4,95.76,0.00,61.28
8858,2,65,5,119.05,0.00,79.76
8859,1,51,6,99.87,0.00,69.90
8859,2,68,7,123.16,0.00,43.10
8860,1,54,8,103.98,0.00,39.51
8860,2,71,1,127.27,0.00,52.18
8861,1,57,2,108.09,0.00,47.55
8861,2,74,3,131.38,0.00,61.74
8862,1,60,4,112.20,0.00,56.10
8862,2,77,5,135.49,0.00,71.80
8863,1,63,6,116.31,0.00,65.13
8863,2,80,7,139.60,0.00,82.36
8864,1,66,8,120.42,0.00,74.66
8864,2,83,1,143.71,0.00,93.41
8865,1,69,2,124.53,0.00,84.68
8865,2,86,3,147.82,0.00,104.95
8866,1,72,4,128.64,0.00,46.31
8866,2,89,5,151.93,0.00,59.25
8867,1,75,6,132.75,0.00,55.75
8867,2,92,7,156.04,0.00,70.21
8868,1,78,8,136.86,0.00,65.69
8868,2,95,1,160.15,0.00,81.67
8869,1,81,2,140.97,0.00,76.12
8869,2,98,3,164.26,0.00,93.62
8870,1,84,4,145.08,0.00,87.04
8870,2,101,5,168.37,0.00,106.07
8871,1,87,6,149.19,0.00,98.46
8871,2,104,7,172.48,0.00,119.01
8872,1,90,8,153.30,0.00,110.37
8872,2,107,1,176.59,0.00,65.33
8873,1,93,2,157.41,0.00,62.96
8873,2,110,3,180.70,0.00,77.70
8874,1,96,4,161.52,0.00,74.29
8874,2,1,5,31.37,0.00,15.37
8875,1,99,6,165.63,0.00,86.12
8875,2,4,7,35.48,0.00,19.51
8876,1,102,8,169.74,0.00,98.44
8876,2,7,1,39.59,0.00,24.14
8877,1,105,2,173.85,0.00,111.26
8877,2,10,3,43.70,0.00,29.27
8878,1,108,4,177.96,0.00,124.57
8878,2,13,5,47.81,0.00,16.73
8879,1,111,6,182.07,0.00,69.18
8879,2,16,7,51.92,0.00,21.28
8880,1,2,8,32.74,0.00,14.40
8880,2,19,1,56.03,0.00,26.33
8881,1,5,2,36.85,0.00,18.42
8881,2,22,3,60.14,9.02,31.87
8882,1,8,4,40.96,8.19,22.93
8882,2,25,5,64.25,16.06,37.90
8883,1,11,6,45.07,2.25,27.94
8883,2,28,7,68.36,6.83,44.43
8884,1,14,8,49.18,7.37,33.44
8884,2,31,1,72.47,14.49,51.45
8885,1,17,2,53.29,13.32,19.18
8885,2,34,3,76.58,3.82,29.86
8886,1,20,4,57.40,5.74,24.10
8886,2,37,5,80.69,12.10,36.31
8887,1,23,6,61.51,12.30,29.52
8887,2,40,7,84.80,21.20,43.24
8888,1,26,8,65.62,3.28,35.43
8888,2,43,1,88.91,8.89,50.67
8889,1,29,2,69.73,10.45,41.83
8889,2,46,3,93.02,18.60,58.60
8890,1,32,4,73.84,18.46,48.73
8890,2,49,5,97.13,4.85,67.01
8891,1,35,6,77.95,7.79,56.12
8891,2,52,7,101.24,15.18,37.45
8892,1,38,8,82.06,16.41,32.82
8892,2,55,1,105.35,26.33,45.30
8893,1,41,2,86.17,4.30,39.63
8893,2,58,3,109.46,10.94,53.63
8894,1,44,4,90.28,13.54,46.94
8894,2,61,5,113.57,22.71,62.46
8895,1,47,6,94.39,23.59,54.74
8895,2,64,7,117.68,5.88,71.78
8896,1,50,8,98.50,9.85,63.04
8896,2,67,1,121.79,18.26,81.59
8897,1,53,2,102.61,20.52,71.82
8897,2,70,3,125.90,31.47,44.06
8898,1,56,4,106.72,5.33,40.55
8898,2,73,5,130.01,13.00,53.30
8899,1,59,6,110.83,16.62,48.76
8899,2,76,7,134.12,26.82,63.03
8900,1,62,8,114.94,28.73,57.47
8900,2,79,1,138.23,0.00,73.26
8901,1,65,2,119.05,0.00,66.66
8901,2,82,3,142.34,0.00,83.98
8902,1,68,4,123.16,0.00,76.35
8902,2,85,5,146.45,0.00,95.19
8903,1,71,6,127.27,0.00,86.54
8903,2,88,7,150.56,0.00,106.89
8904,1,74,8,131.38,0.00,47.29
8904,2,91,1,154.67,0.00,60.32
8905,1,77,2,135.49,0.00,56.90
8905,2,94,3,158.78,0.00,71.45
8906,1,80,4,139.60,0.00,67.00
8906,2,97,5,162.89,0.00,83.07
8907,1,83,6,143.71,0.00,77.60
8907,2,100,7,167.00,0.00,95.19
8908,1,86,8,147.82,0.00,88.69
8908,2,103,1,171.11,0.00,107.79
8909,1,89,2,151.93,0.00,100.27
8909,2,106,3,175.22,0.00,120.90
8910,1,92,4,156.04,0.00,112.34
8910,2,109,5,179.33,0.00,66.35
8911,1,95,6,160.15,0.00,64.06
8911,2,112,7,183.44,0.00,78.87
8912,1,98,8,164.26,0.00,75.55
8912,2,3,1,34.11,0.00,16.71
8913,1,101,2,168.37,0.00,87.55
8913,2,6,3,38.22,0.00,21.02
8914,1,104,4,172.48,0.00,100.03
8914,2,9,5,42.33,0.00,25.82
8915,1,107,6,176.59,0.00,113.01
8915,2,12,7,46.44,0.00,31.11
8916,1,110,8,180.70,0.00,126.49
8916,2,15,1,50.55,0.00,17.69
8917,1,1,2,31.37,0.00,11.92
8917,2,18,3,54.66,0.00,22.41
8918,1,4,4,35.48,0.00,15.61
8918,2,21,5,58.77,0.00,27.62
8919,1,7,6,39.59,0.00,19.79
8919,2,24,7,62.88,0.00,33.32
8920,1,10,8,43.70,0.00,24.47
8920,2,27,1,66.99,0.00,39.52
8921,1,13,2,47.81,0.00,29.64
8921,2,30,3,71.10,0.00,46.21
8922,1,16,4,51.92,0.00,35.30
8922,2,33,5,75.21,0.00,53.39
8923,1,19,6,56.03,0.00,20.17
8923,2,36,7,79.32,0.00,30.93
8924,1,22,8,60.14,0.00,25.25
8924,2,39,1,83.43,0.00,37.54
8925,1,25,2,64.25,0.00,30.84
8925,2,42,3,87.54,0.00,44.64
8926,1,28,4,68.36,0.00,36.91
8926,2,45,5,91.65,0.00,52.24
8927,1,31,6,72.47,0.00,43.48
8927,2,48,7,95.76,0.00,60.32
8928,1,34,8,76.58,0.00,50.54
8928,2,51,1,99.87,0.00,68.91
8929,1,37,2,80.69,0.00,58.09
8929,2,54,3,103.98,0.00,38.47
8930,1,40,4,84.80,0.00,33.92
8930,2,57,5,108.09,0.00,46.47
8931,1,43,6,88.91,0.00,40.89
8931,2,60,7,112.20,16.83,54.97
8932,1,46,8,93.02,18.60,48.37
8932,2,63,1,116.31,29.07,63.97
8933,1,49,2,97.13,4.85,56.33
8933,2,66,3,120.42,12.04,73.45
8934,1,52,4,101.24,15.18,64.79
8934,2,69,5,124.53,24.90,83.43
8935,1,55,6,105.35,26.33,73.74
8935,2,72,7,128.64,6.43,45.02
8936,1,58,8,109.46,10.94,41.59
8936,2,75,1,132.75,19.91,54.42
8937,1,61,2,113.57,22.71,49.97
8937,2,78,3,136.86,34.21,64.32
8938,1,64,4,117.68,5.88,58.84
8938,2,81,5,140.97,14.09,74.71
8939,1,67,6,121.79,18.26,68.20
8939,2,84,7,145.08,29.01,85.59
8940,1,70,8,125.90,31.47,78.05
8940,2,87,1,149.19,7.45,96.97
8941,1,73,2,130.01,13.00,88.40
8941,2,90,3,153.30,22.99,108.84
8942,1,76,4,134.12,26.82,48.28
8942,2,93,5,157.41,39.35,61.38
8943,1,79,6,138.23,6.91,58.05
8943,2,96,7,161.52,16.15,72.68
8944,1,82,8,142.34,21.35,68.32
8944,2,99,1,165.63,33.12,84.47
8945,1,85,2,146.45,36.61,79.08
8945,2,102,3,169.74,8.48,96.75
8946,1,88,4,150.56,15.05,90.33
8946,2,105,5,173.85,26.07,109.52
8947,1,91,6,154.67,30.93,102.08
8947,2,108,7,177.96,44.49,122.79
8948,1,94,8,158.78,7.93,114.32
8948,2,111,1,182.07,18.20,67.36
8949,1,97,2,162.89,24.43,65.15
8949,2,2,3,32.74,6.54,14.07
8950,1,100,4,167.00,41.75,76.82
8950,2,5,5,36.85,0.00,18.05
8951,1,103,6,171.11,0.00,88.97
8951,2,8,7,40.96,0.00,22.52
8952,1,106,8,175.22,0.00,101.62
8952,2,11,1,45.07,0.00,27.49
8953,1,109,2,179.33,0.00,114.77
8953,2,14,3,49.18,0.00,32.95
8954,1,112,4,183.44,0.00,128.40
8954,2,17,5,53.29,0.00,18.65
8955,1,3,6,34.11,0.00,12.96
8955,2,20,7,57.40,0.00,23.53
8956,1,6,8,38.22,0.00,16.81
8956,2,23,1,61.51,0.00,28.90
8957,1,9,2,42.33,0.00,21.16
8957,2,26,3,65.62,0.00,34.77
8958,1,12,4,46.44,0.00,26.00
8958,2,29,5,69.73,0.00,41.14
8959,1,15,6,50.55,0.00,31.34
8959,2,32,7,73.84,0.00,47.99
8960,1,18,8,54.66,0.00,37.16
8960,2,35,1,77.95,0.00,55.34
8961,1,21,2,58.77,0.00,21.15
8961,2,38,3,82.06,0.00,32.00
8962,1,24,4,62.88,0.00,26.40
8962,2,41,5,86.17,0.00,38.77
8963,1,27,6,66.99,0.00,32.15
8963,2,44,7,90.28,0.00,46.04
8964,1,30,8,71.10,0.00,38.39
8964,2,47,1,94.39,0.00,53.80
8965,1,33,2,75.21,0.00,45.12
8965,2,50,3,98.50,0.00,62.05
8966,1,36,4,79.32,0.00,52.35
8966,2,53,5,102.61,0.00,70.80
8967,1,39,6,83.43,0.00,60.06
8967,2,56,7,106.72,0.00,39.48
8968,1,42,8,87.54,0.00,35.01
8968,2,59,1,110.83,0.00,47.65
8969,1,45,2,91.65,0.00,42.15
8969,2,62,3,114.94,0.00,56.32
8970,1,48,4,95.76,0.00,49.79
8970,2,65,5,119.05,0.00,65.47
8971,1,51,6,99.87,0.00,57.92
8971,2,68,7,123.16,0.00,75.12
8972,1,54,8,103.98,0.00,66.54
8972,2,71,1,127.27,0.00,85.27
8973,1,57,2,108.09,0.00,75.66
8973,2,74,3,131.38,0.00,45.98
8974,1,60,4,112.20,0.00,42.63
8974,2,77,5,135.49,0.00,55.55
8975,1,63,6,116.31,0.00,51.17
8975,2,80,7,139.60,0.00,65.61
8976,1,66,8,120.42,0.00,60.21
8976,2,83,1,143.71,0.00,76.16
8977,1,69,2,124.53,0.00,69.73
8977,2,86,3,147.82,0.00,87.21
8978,1,72,4,128.64,0.00,79.75
8978,2,89,5,151.93,0.00,98.75
8979,1,75,6,132.75,0.00,90.27
8979,2,92,7,156.04,0.00,110.78
8980,1,78,8,136.86,0.00,49.26
8980,2,95,1,160.15,0.00,62.45
8981,1,81,2,140.97,0.00,59.20
8981,2,98,3,164.26,24.63,73.91
8982,1,84,4,145.08,29.01,69.63
8982,2,101,5,168.37,42.09,85.86
8983,1,87,6,149.19,7.45,80.56
8983,2,104,7,172.48,17.24,98.31
8984,1,90,8,153.30,22.99,91.98
8984,2,107,1,176.59,35.31,111.25
